inst,family,spec,n_tr,tr_r,tr_wr,tr_pf,tr_dd,segs,seg_ok,te_n,te_r,te_pf
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.0|tp0.5|x11,337,6.11,70.03,1.06,14.42,+8.8 / -7.6 / +4.4,False,119,11.82,1.4
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.0|tp0.75|x10,337,26.64,62.91,1.23,13.11,+18.8 / -6.4 / +13.5,False,119,7.71,1.19
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.0|tp0.75|x11,337,25.04,62.91,1.21,15.11,+19.2 / -7.0 / +12.1,False,119,6.89,1.16
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.0|tpopp|x10,337,9.12,46.29,1.06,23.53,+15.1 / -4.7 / -1.4,False,119,-11.69,0.76
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.0|tpopp|x11,337,-1.49,41.25,0.99,37.55,+19.3 / -8.3 / -12.7,False,119,-11.74,0.79
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.5|tp0.5|x10,337,21.44,68.55,1.26,9.31,+14.0 / -3.9 / +10.9,False,119,5.83,1.21
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.5|tp0.5|x11,337,19.57,68.55,1.23,8.42,+13.3 / -3.0 / +8.8,False,119,8.6,1.32
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.5|tp0.75|x10,337,23.2,59.64,1.24,10.4,+17.7 / -3.4 / +8.8,False,119,-1.33,0.96
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.5|tp0.75|x11,337,21.9,58.16,1.21,9.81,+17.6 / -1.0 / +5.1,False,119,1.82,1.05
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.5|tpopp|x10,337,4.07,51.04,1.04,17.89,+12.0 / -6.3 / -1.7,False,119,-8.93,0.74
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev|b0.75|a10|m1.5|tpopp|x11,337,-3.98,46.29,0.97,27.06,+13.7 / -7.0 / -10.9,False,119,-4.45,0.88
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.0|tp0.5|x10,71,-10.92,53.52,0.6,13.64,+1.3 / -2.2 / -9.6,False,14,1.53,1.47
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.0|tp0.5|x11,71,-13.52,53.52,0.55,16.32,-0.5 / -1.5 / -11.2,False,14,1.81,1.61
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.0|tp0.75|x10,71,-11.38,45.07,0.64,16.33,+2.8 / -4.2 / -9.6,False,14,0.24,1.05
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.0|tp0.75|x11,71,-13.75,43.66,0.6,19.2,+2.4 / -3.5 / -12.4,False,14,2.11,1.53
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.0|tpopp|x10,71,0.62,36.62,1.02,10.8,+10.5 / -2.1 / -7.4,False,14,-5.69,0.25
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.0|tpopp|x11,71,-9.06,35.21,0.74,18.81,+6.8 / -3.5 / -12.1,False,14,-0.73,0.86
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.5|tp0.5|x10,71,-10.67,46.48,0.56,13.95,+0.5 / -3.0 / -8.0,False,14,-1.17,0.72
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.5|tp0.5|x11,71,-11.08,46.48,0.57,14.39,+1.6 / -1.8 / -10.7,False,14,0.91,1.29
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.5|tp0.75|x10,71,-8.45,43.66,0.67,11.96,+0.9 / -2.1 / -7.0,False,14,-2.39,0.55
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.5|tp0.75|x11,71,-8.91,42.25,0.66,13.75,+2.9 / -1.1 / -10.4,False,14,1.99,1.63
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.5|tpopp|x10,71,-3.02,38.03,0.88,10.1,+5.3 / -1.9 / -6.1,False,14,-6.13,0.17
GOLD,B_london,B_london_rev|ref00-05o1|act07-10|rev_cf|b0.25|a10|m1.5|tpopp|x11,71,-7.54,38.03,0.71,14.8,+5.3 / -2.5 / -10.1,False,14,-1.01,0.74
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.0|tp0.5|x10,317,40.33,77.29,1.58,4.2,+6.2 / +16.3 / +17.3,True,100,13.94,1.63
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.0|tp0.5|x11,317,39.16,77.29,1.55,3.89,+6.7 / +15.2 / +16.8,True,100,15.33,1.7
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.0|tp0.75|x10,317,47.63,66.88,1.48,6.35,+8.1 / +19.4 / +19.4,True,100,24.29,1.96
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.0|tp0.75|x11,317,46.02,67.19,1.45,6.35,+9.4 / +18.9 / +17.0,True,100,24.43,1.93
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.0|tpopp|x10,317,-10.02,39.43,0.94,32.21,+10.8 / -16.0 / -5.6,False,100,-4.43,0.89
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.0|tpopp|x11,317,-23.63,38.17,0.87,39.3,+5.8 / -20.3 / -9.9,False,100,-10.63,0.78
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.5|tp0.5|x10,317,36.74,72.87,1.53,4.92,+5.3 / +10.0 / +20.9,True,100,18.05,2.07
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.5|tp0.5|x11,317,33.97,73.19,1.46,4.33,+5.7 / +9.3 / +18.5,True,100,18.74,2.09
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.5|tp0.75|x10,317,22.87,58.99,1.23,8.0,+4.9 / +3.2 / +14.0,True,100,11.98,1.49
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.5|tp0.75|x11,317,21.78,60.25,1.2,8.11,+5.8 / +3.2 / +12.0,True,100,11.18,1.43
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.5|tpopp|x10,317,-16.47,44.16,0.87,33.05,+7.0 / -18.6 / -5.3,False,100,-1.27,0.95
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.25|a10|m1.5|tpopp|x11,317,-31.27,43.22,0.78,40.96,+2.3 / -21.9 / -12.2,False,100,-5.05,0.84
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.0|tp0.5|x10,259,32.67,77.99,1.57,7.13,+3.8 / +14.9 / +13.5,True,79,9.98,1.54
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.0|tp0.5|x11,259,31.22,77.61,1.54,7.4,+3.5 / +14.3 / +13.0,True,79,10.87,1.61
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.0|tp0.75|x10,259,40.84,67.57,1.52,5.24,+11.7 / +11.4 / +17.0,True,79,14.14,1.63
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.0|tp0.75|x11,259,38.46,67.18,1.47,5.72,+11.3 / +11.2 / +15.3,True,79,13.97,1.58
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.0|tpopp|x10,259,-36.61,37.07,0.75,49.41,+4.7 / -21.6 / -20.4,False,79,-0.41,0.99
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.0|tpopp|x11,259,-50.53,33.59,0.69,58.07,-3.1 / -23.2 / -25.1,False,79,-1.28,0.96
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.5|tp0.5|x10,259,29.79,72.97,1.53,5.47,+6.8 / +8.4 / +14.1,True,79,13.64,2.04
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.5|tp0.5|x11,259,27.97,72.59,1.48,5.8,+7.5 / +8.0 / +12.0,True,79,14.82,2.11
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.5|tp0.75|x10,259,9.7,57.53,1.11,10.36,+6.0 / -4.5 / +7.4,False,79,16.21,2.1
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.5|tp0.75|x11,259,9.36,56.76,1.1,11.29,+6.6 / -4.4 / +6.4,False,79,15.46,1.97
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.5|tpopp|x10,259,-34.74,41.31,0.69,44.32,-1.5 / -23.8 / -9.9,False,79,2.66,1.15
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.5|a10|m1.5|tpopp|x11,259,-46.71,38.61,0.64,52.8,-7.3 / -24.9 / -15.1,False,79,2.72,1.13
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.0|tp0.5|x10,215,30.44,77.21,1.7,7.7,+3.5 / +12.0 / +14.4,True,60,6.17,1.41
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.0|tp0.5|x11,215,28.67,78.14,1.63,7.96,+2.1 / +11.4 / +14.7,True,60,6.14,1.41
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.0|tp0.75|x10,215,40.92,68.84,1.68,5.44,+10.3 / +14.0 / +15.9,True,60,7.01,1.37
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.0|tp0.75|x11,215,37.36,69.3,1.58,5.7,+9.3 / +13.8 / +13.6,True,60,6.81,1.35
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.0|tpopp|x10,215,-39.27,35.35,0.68,46.06,-4.4 / -15.6 / -20.1,False,60,0.63,1.03
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.0|tpopp|x11,215,-49.93,31.16,0.63,54.96,-12.9 / -14.3 / -23.6,False,60,-3.92,0.85
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.5|tp0.5|x10,215,25.3,72.56,1.55,5.54,+4.7 / +9.2 / +10.9,True,60,6.48,1.51
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.5|tp0.5|x11,215,20.9,73.02,1.42,5.72,+3.7 / +7.7 / +9.0,True,60,6.4,1.47
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.5|tp0.75|x10,215,20.34,60.47,1.31,7.66,+5.2 / +0.1 / +14.3,True,60,11.06,1.85
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.5|tp0.75|x11,215,14.34,58.6,1.2,7.75,+1.9 / -0.5 / +12.2,False,60,10.48,1.75
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.5|tpopp|x10,215,-36.45,38.6,0.63,41.2,-10.8 / -12.8 / -13.3,False,60,1.5,1.09
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev|b0.75|a10|m1.5|tpopp|x11,215,-41.36,35.81,0.61,45.24,-16.2 / -11.8 / -14.0,False,60,-2.1,0.89
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.0|tp0.5|x10,141,-36.87,48.94,0.45,38.47,-5.7 / -11.2 / -19.3,False,49,-0.2,0.99
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.0|tp0.5|x11,141,-37.86,51.77,0.45,39.19,-7.6 / -10.7 / -19.1,False,49,-0.9,0.94
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.0|tp0.75|x10,141,-32.19,43.97,0.56,34.33,-3.2 / -10.3 / -18.0,False,49,-9.11,0.58
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.0|tp0.75|x11,141,-34.18,46.1,0.55,36.26,-6.1 / -9.3 / -18.3,False,49,-11.44,0.53
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.0|tpopp|x10,141,-23.5,39.01,0.69,30.42,+4.8 / -12.7 / -14.9,False,49,-11.77,0.48
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.0|tpopp|x11,141,-30.33,39.01,0.63,34.92,+1.3 / -14.1 / -17.0,False,49,-11.17,0.56
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.5|tp0.5|x10,141,-27.5,46.81,0.51,28.93,-4.8 / -5.1 / -17.1,False,49,-3.14,0.74
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.5|tp0.5|x11,141,-29.81,49.65,0.5,31.2,-6.2 / -5.3 / -18.0,False,49,-5.95,0.63
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.5|tp0.75|x10,141,-24.01,42.55,0.59,26.19,-0.8 / -7.1 / -15.7,False,49,-5.7,0.59
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.5|tp0.75|x11,141,-26.9,44.68,0.58,28.76,-2.6 / -6.9 / -17.0,False,49,-7.02,0.61
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.5|tpopp|x10,141,-22.18,41.13,0.63,25.51,+0.5 / -7.2 / -15.0,False,49,-5.45,0.57
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.25|a10|m1.5|tpopp|x11,141,-26.42,42.55,0.59,29.15,-1.3 / -8.4 / -16.4,False,49,-6.3,0.63
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.0|tp0.5|x10,86,-28.19,46.51,0.38,29.21,-9.7 / -5.4 / -12.5,False,25,-6.44,0.43
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.0|tp0.5|x11,86,-28.45,47.67,0.39,29.31,-10.4 / -5.1 / -12.5,False,25,-6.27,0.46
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.0|tp0.75|x10,86,-28.58,39.53,0.43,30.65,-8.7 / -6.5 / -12.7,False,25,-7.44,0.44
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.0|tp0.75|x11,86,-30.02,39.53,0.43,32.02,-10.6 / -5.6 / -13.2,False,25,-7.56,0.44
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.0|tpopp|x10,86,-21.88,37.21,0.56,28.42,-2.6 / -7.1 / -11.5,False,25,-9.76,0.32
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.0|tpopp|x11,86,-29.18,32.56,0.46,35.6,-5.3 / -8.5 / -14.9,False,25,-7.0,0.52
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.5|tp0.5|x10,86,-24.27,43.02,0.39,25.45,-8.2 / -2.7 / -12.8,False,25,-1.32,0.77
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.5|tp0.5|x11,86,-26.22,44.19,0.39,27.13,-8.5 / -2.9 / -14.4,False,25,-2.43,0.67
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.5|tp0.75|x10,86,-22.57,40.7,0.45,24.87,-7.1 / -2.9 / -12.1,False,25,-4.8,0.37
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.5|tp0.75|x11,86,-26.45,38.37,0.41,28.4,-8.0 / -3.5 / -14.6,False,25,-5.06,0.46
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.5|tpopp|x10,86,-19.86,39.53,0.5,23.77,-3.5 / -3.9 / -12.0,False,25,-3.4,0.48
GOLD,B_london,B_london_rev|ref22-04o0|act06-09|rev_cf|b0.5|a10|m1.5|tpopp|x11,86,-25.53,36.05,0.42,29.14,-4.3 / -5.3 / -15.5,False,25,-2.87,0.65
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.0|tp0.5|x10,337,44.94,77.74,1.62,3.47,+8.9 / +16.4 / +19.2,True,106,15.3,1.66
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.0|tp0.5|x11,337,43.76,77.74,1.59,3.47,+9.4 / +15.3 / +18.6,True,106,16.69,1.73
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.0|tp0.75|x10,337,54.8,67.36,1.54,6.51,+11.4 / +19.9 / +22.8,True,106,25.49,1.95
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.0|tp0.75|x11,337,52.75,67.95,1.5,6.05,+13.2 / +18.4 / +20.3,True,106,26.07,1.95
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.0|tpopp|x10,337,-9.01,40.06,0.95,33.9,+12.7 / -19.1 / -3.3,False,106,-2.81,0.94
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.0|tpopp|x11,337,-20.6,39.47,0.89,40.19,+8.1 / -22.7 / -6.8,False,106,-8.79,0.83
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.5|tp0.5|x10,337,40.52,73.0,1.56,5.03,+7.5 / +9.6 / +22.8,True,106,18.52,2.01
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.5|tp0.5|x11,337,37.33,73.59,1.48,4.13,+8.3 / +8.2 / +20.4,True,106,19.5,2.06
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.5|tp0.75|x10,337,27.36,59.35,1.26,8.03,+7.3 / +3.6 / +15.7,True,106,13.44,1.52
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.5|tp0.75|x11,337,27.58,61.42,1.25,7.18,+9.6 / +3.6 / +13.7,True,106,12.94,1.47
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.5|tpopp|x10,337,-16.44,44.51,0.88,35.17,+8.6 / -21.2 / -4.4,False,106,-0.52,0.98
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.25|a10|m1.5|tpopp|x11,337,-28.78,44.51,0.81,42.26,+5.0 / -23.6 / -10.8,False,106,-4.16,0.88
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.0|tp0.5|x10,278,33.86,77.7,1.54,6.57,+5.4 / +13.1 / +14.9,True,85,11.36,1.58
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.0|tp0.5|x11,278,32.41,77.34,1.51,6.84,+5.0 / +12.5 / +14.4,True,85,12.24,1.65
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.0|tp0.75|x10,278,43.77,67.63,1.52,5.63,+14.7 / +8.6 / +19.7,True,85,16.76,1.71
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.0|tp0.75|x11,278,41.4,67.27,1.47,5.63,+14.3 / +8.4 / +17.9,True,85,16.6,1.66
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.0|tpopp|x10,278,-35.57,38.13,0.77,51.7,+6.8 / -23.2 / -19.9,False,85,-3.0,0.91
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.0|tpopp|x11,278,-49.62,34.89,0.71,60.12,+2.2 / -28.4 / -24.3,False,85,-3.3,0.91
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.5|tp0.5|x10,278,32.45,73.02,1.54,5.39,+10.0 / +5.5 / +16.4,True,85,16.56,2.27
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.5|tp0.5|x11,278,31.52,73.02,1.51,5.71,+10.7 / +5.7 / +14.6,True,85,17.74,2.33
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.5|tp0.75|x10,278,10.93,57.55,1.12,11.49,+9.5 / -8.8 / +9.5,False,85,16.43,2.03
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.5|tp0.75|x11,278,12.15,57.55,1.13,12.65,+11.3 / -8.8 / +8.9,False,85,16.18,1.97
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.5|tpopp|x10,278,-33.54,42.45,0.72,44.35,-0.4 / -24.5 / -9.1,False,85,0.85,1.04
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.5|a10|m1.5|tpopp|x11,278,-43.8,40.65,0.67,51.26,-4.1 / -26.2 / -14.1,False,85,1.4,1.06
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.0|tp0.5|x10,236,36.41,77.97,1.8,7.26,+5.0 / +13.1 / +17.7,True,69,9.79,1.64
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.0|tp0.5|x11,236,35.22,79.24,1.74,7.53,+3.6 / +13.1 / +18.0,True,69,10.49,1.69
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.0|tp0.75|x10,236,46.53,69.07,1.72,5.44,+13.3 / +12.9 / +19.6,True,69,12.64,1.65
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.0|tp0.75|x11,236,42.34,69.49,1.61,5.7,+12.3 / +12.0 / +17.3,True,69,13.41,1.68
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.0|tpopp|x10,236,-38.48,37.29,0.7,46.68,+0.8 / -21.0 / -19.0,False,69,1.46,1.05
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.0|tpopp|x11,236,-47.19,33.05,0.67,54.01,-5.3 / -21.5 / -21.3,False,69,0.2,1.01
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.5|tp0.5|x10,236,30.7,73.31,1.64,5.54,+7.8 / +9.0 / +13.4,True,69,10.22,1.79
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.5|tp0.5|x11,236,25.88,73.73,1.49,5.72,+6.9 / +7.0 / +11.5,True,69,10.8,1.8
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.5|tp0.75|x10,236,26.26,61.86,1.38,6.87,+8.9 / -0.3 / +16.8,False,69,14.44,2.09
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.5|tp0.75|x11,236,21.5,60.17,1.29,6.97,+6.7 / -0.9 / +15.0,False,69,15.84,2.14
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.5|tpopp|x10,236,-34.03,41.1,0.66,39.72,-7.7 / -14.2 / -12.6,False,69,2.47,1.14
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev|b0.75|a10|m1.5|tpopp|x11,236,-38.6,38.14,0.65,43.67,-11.4 / -14.9 / -12.8,False,69,1.18,1.06
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.0|tp0.5|x10,162,-45.27,48.15,0.43,47.34,-7.1 / -15.4 / -22.0,False,55,2.68,1.19
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.0|tp0.5|x11,162,-42.71,50.62,0.45,44.04,-8.2 / -12.9 / -21.0,False,55,1.43,1.09
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.0|tp0.75|x10,162,-38.34,43.83,0.55,41.2,-3.9 / -13.7 / -20.0,False,55,-8.23,0.65
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.0|tp0.75|x11,162,-37.59,45.68,0.56,40.03,-6.3 / -11.0 / -19.8,False,55,-9.39,0.62
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.0|tpopp|x10,162,-33.13,37.04,0.64,39.76,+3.3 / -18.1 / -17.7,False,55,-5.44,0.79
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.0|tpopp|x11,162,-36.46,38.89,0.61,41.56,+0.4 / -18.5 / -17.8,False,55,-10.37,0.61
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.5|tp0.5|x10,162,-31.1,48.15,0.52,33.01,-6.3 / -6.1 / -18.3,False,55,-1.72,0.87
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.5|tp0.5|x11,162,-30.38,49.38,0.53,31.76,-6.0 / -5.6 / -18.3,False,55,-4.59,0.72
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.5|tp0.75|x10,162,-29.87,42.59,0.58,32.77,-3.3 / -8.6 / -17.6,False,55,-3.04,0.8
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.5|tp0.75|x11,162,-27.8,45.06,0.59,29.67,-3.0 / -7.6 / -16.9,False,55,-4.91,0.73
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.5|tpopp|x10,162,-30.59,40.12,0.58,35.02,-1.8 / -9.8 / -18.6,False,55,-2.23,0.86
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.25|a10|m1.5|tpopp|x11,162,-28.57,42.59,0.59,31.64,-1.6 / -10.3 / -16.3,False,55,-5.8,0.68
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.5|a10|m1.0|tp0.5|x10,96,-34.11,44.79,0.35,35.13,-12.8 / -8.1 / -12.6,False,27,-5.49,0.52
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.5|a10|m1.0|tp0.5|x11,96,-32.86,44.79,0.36,33.73,-12.8 / -7.8 / -11.8,False,27,-5.86,0.5
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.5|a10|m1.0|tp0.75|x10,96,-33.75,38.54,0.42,35.82,-11.8 / -8.9 / -12.3,False,27,-7.74,0.46
GOLD,B_london,B_london_rev|ref22-04o0|act06-10|rev_cf|b0.5|a10|m1.0|tp0.75|x11,96,-33.93,37.5,0.42,35.94,-13.0 / -8.1 / -12.3,False,27,-7.46,0.45
